12 14 1 19628 1059 0 8
18 0 5.158250
42 24 4.621731
32 7 4.264017
34 32 8.459097
2 23 3.809730
41 11 0.501761
11 4 4.370829
12 12 0.460960
38 34 1.304089
41 17 1.556848
39 18 6.077177
42 42 3.643954
0 8 6.275675 73.571243
1 10 16.475873 9.975874
1 3 14.987909 21.427552
1 2 6.768968 30.160975
2 5 3.359690 13.552583
3 11 9.468778 12.848518
3 10 7.634001 16.384440
4 7 17.123193 22.793093
5 9 17.459424 11.016280
6 11 7.037433 58.539503
6 10 12.401830 41.796628
7 9 14.322346 35.248164
8 11 12.697285 14.939328
9 10 16.013530 3.940429
