13 18 1 34761 422 0 8
30 17 6.392486
1 26 2.739298
16 10 3.426385
22 35 8.509905
33 30 5.343878
8 11 5.218933
21 12 6.865323
47 18 6.250570
30 16 6.126936
17 16 0.214673
21 9 6.867455
17 10 8.572289
2 41 4.775813
0 10 18.042090 15.040898
0 9 7.134864 23.773155
1 12 15.950604 19.904782
1 2 5.227808 33.258916
2 11 15.677005 1.461693
2 9 0.031415 9.104635
2 5 10.680245 10.639249
3 9 14.405152 38.301479
3 4 2.887136 16.052436
4 6 12.048777 29.410616
5 11 4.209933 13.465315
5 9 0.177772 11.704347
5 6 15.237672 24.734232
6 9 18.369925 9.173054
6 7 9.576222 38.654247
8 9 13.954155 18.149008
9 11 4.387905 8.285494
10 11 14.099240 4.347613
