13 18 1 37718 727 0 8
30 17 8.166205
1 26 9.291823
16 10 8.795085
22 35 3.502358
33 30 5.314242
8 11 3.154477
21 12 9.863865
47 18 0.532570
30 16 3.620349
17 16 9.735656
21 9 2.749600
17 10 1.934235
2 41 9.326743
0 10 17.097911 23.782302
0 9 5.005171 20.527015
1 12 1.435630 29.321059
1 2 13.595391 34.931796
2 11 12.039235 1.565230
2 9 8.990418 6.941039
2 5 17.982624 12.446910
3 9 17.679920 23.557090
3 4 11.277762 17.256126
4 6 7.146188 36.789961
5 11 1.017047 13.070512
5 9 15.176887 19.445703
5 6 18.839813 13.523940
6 9 0.216090 6.340650
6 7 6.286054 32.472293
8 9 3.839267 25.265224
9 11 10.356579 7.015189
10 11 2.392122 5.946433
