18 23 1 36274 305 0 8
4 47 5.983189
30 26 6.158089
21 24 0.557820
48 36 7.708668
11 43 3.472785
20 15 9.102313
45 8 0.827465
12 16 1.025468
29 31 1.007758
37 37 1.756947
7 1 1.063668
28 21 5.077987
4 34 9.465794
12 12 7.969880
10 41 0.572969
48 32 9.419687
44 26 5.390490
25 47 2.343668
0 17 9.813874 29.166261
0 14 18.425454 12.627523
1 16 13.823714 18.926401
1 15 5.044058 34.450246
1 8 0.761822 5.472839
1 7 0.036057 39.145090
2 11 9.987451 12.745862
2 8 14.587913 17.195449
2 5 19.297804 11.502506
3 9 7.059715 18.110271
3 8 14.808055 20.971810
3 5 3.476077 53.503818
4 14 9.505199 2.791063
5 13 6.109965 16.838453
6 17 10.196816 62.116020
6 16 16.121966 27.760313
7 13 0.560660 4.002138
7 9 7.048406 56.398068
8 17 10.861168 28.354081
8 10 15.850615 59.695435
10 13 10.113537 19.105102
10 12 5.095263 59.457187
14 17 8.238906 16.237069
