13 18 0 7725 1904 0 8
30 17 9.041335
1 26 6.517789
16 10 5.216176
22 35 3.374815
33 30 3.765474
8 11 3.739278
21 12 1.275308
47 18 6.954959
30 16 1.235779
17 16 6.257519
21 9 2.663276
17 10 9.429342
2 41 6.594889
0 10 12.054391 23.072134
0 9 5.251062 24.759261
1 12 18.368046 22.778133
1 2 12.103557 34.418906
2 11 4.523626 1.889065
2 9 18.188783 8.679896
2 5 15.298532 15.762793
3 9 14.918330 34.054522
3 4 10.359540 22.655826
4 6 10.535767 35.696038
5 11 19.750630 9.413930
5 9 8.270449 19.596040
5 6 11.976632 14.538634
6 9 14.816284 8.695153
6 7 9.600692 49.768655
8 9 15.623914 18.203940
9 11 5.985035 6.496525
10 11 11.958661 4.303487
