12 14 0 3600 762 0 8
18 0 6.819695
42 24 5.244582
32 7 4.455877
34 32 8.989320
2 23 5.464755
41 11 1.343319
11 4 1.776803
12 12 6.483262
38 34 8.506010
41 17 3.229846
39 18 6.244105
42 42 3.552887
0 8 6.009656 53.918159
1 10 6.693930 11.583086
1 3 2.850896 21.362665
1 2 5.264098 27.150793
2 5 10.392585 12.781310
3 11 8.274685 13.951878
3 10 10.306702 27.321759
4 7 2.539403 20.252629
5 9 17.349757 7.931718
6 11 0.078451 93.847020
6 10 7.184792 43.574805
7 9 18.768432 55.996973
8 11 1.610698 13.358910
9 10 6.883451 3.548076
