17 24 1 2685 1455 0 8
16 47 0.408218
24 49 6.079796
33 45 5.569911
12 34 9.386176
12 25 8.084208
24 9 9.206365
31 2 4.210449
16 15 9.193887
24 46 3.995001
45 28 0.621844
26 31 2.675379
26 5 4.876720
32 33 2.472804
46 47 1.210400
13 13 8.510299
8 18 3.080780
27 7 5.138697
0 10 1.507521 31.854510
0 8 11.163106 11.206988
0 3 5.551659 14.124406
0 2 10.318865 27.011000
0 1 6.909087 10.023039
1 8 4.372365 4.512771
1 3 4.891687 29.693279
2 13 3.075000 16.565347
2 12 3.961153 21.693841
3 8 14.444238 33.299143
3 4 17.631191 14.571923
4 15 13.625740 9.043531
4 7 12.187681 12.376158
5 16 5.402749 6.953549
5 10 4.732909 32.261598
6 16 2.973992 11.423220
6 11 3.481261 7.650334
7 11 7.009370 24.138573
8 15 5.697087 46.814177
8 9 13.342361 51.622398
9 10 7.413376 31.359614
11 16 3.521581 4.216634
12 14 2.903525 44.558742
14 15 8.336571 9.403311
