15 22 1 34320 2489 0 8
28 16 7.307666
45 16 4.152099
3 17 4.608508
34 38 3.331691
39 10 0.344987
28 40 6.276671
23 18 9.693841
5 7 8.887366
36 6 8.369262
34 24 9.594506
44 19 8.779839
47 8 1.063121
37 42 7.726782
4 25 0.155926
37 44 3.568991
0 9 18.952202 18.978085
0 6 13.866457 10.056193
1 10 3.870150 3.616381
1 8 12.847926 21.089337
1 2 1.763391 68.610845
2 7 9.420247 19.777579
3 14 4.440934 11.361954
3 11 5.337851 49.745483
3 5 18.733697 12.350676
4 10 5.719649 17.788206
4 9 7.108209 29.303750
4 8 17.198403 6.276833
4 7 4.296342 40.696950
4 6 5.972975 31.088572
5 14 15.069932 19.574559
6 13 17.706076 33.522289
6 11 10.458721 44.228773
6 8 16.894132 27.928757
8 14 2.923695 65.247435
9 11 6.991445 30.657412
10 14 8.529081 32.045701
12 14 18.561889 3.641169
