15 22 0 28333 1025 0 8
28 16 2.504853
45 16 3.116848
3 17 2.617613
34 38 3.643371
39 10 8.190210
28 40 1.943769
23 18 9.180289
5 7 7.273407
36 6 3.394980
34 24 4.726783
44 19 7.926993
47 8 3.361999
37 42 9.464145
4 25 1.853798
37 44 3.737896
0 9 5.490885 16.377221
0 6 15.994052 10.682707
1 10 19.922657 3.170339
1 8 16.929246 20.188922
1 2 17.144101 63.166148
2 7 14.856388 19.338829
3 14 17.770683 11.381557
3 11 9.973713 35.919509
3 5 8.205795 7.203792
4 10 10.067132 18.124911
4 9 19.096478 18.275017
4 8 19.133029 7.106928
4 7 17.881276 44.177921
4 6 12.610436 31.293337
5 14 18.694611 18.126609
6 13 9.564008 20.335756
6 11 19.760806 31.441145
6 8 4.236479 22.608412
8 14 15.570675 75.424683
9 11 9.754059 21.817130
10 14 19.092288 42.466249
12 14 6.648021 2.461045
