17 24 1 39088 325 0 8
16 47 1.850161
24 49 4.614757
33 45 1.114208
12 34 4.430534
12 25 4.594616
24 9 8.256486
31 2 9.278846
16 15 1.993801
24 46 1.462642
45 28 0.999010
26 31 7.988404
26 5 7.537140
32 33 3.164003
46 47 5.209151
13 13 6.288322
8 18 7.852312
27 7 7.592526
0 10 17.114888 28.489803
0 8 13.595267 13.850765
0 3 12.838931 15.197043
0 2 16.640618 24.211498
0 1 19.767822 12.065585
1 8 9.614814 4.687215
1 3 2.987795 36.352929
2 13 7.078672 21.909611
2 12 2.176205 15.182170
3 8 1.729184 30.774336
3 4 0.255505 9.330253
4 15 2.731916 9.938534
4 7 19.728749 19.511697
5 16 6.650614 5.238852
5 10 4.764546 35.682472
6 16 2.504524 6.990824
6 11 16.195184 6.378896
7 11 4.225611 25.526406
8 15 4.388807 46.816103
8 9 18.297457 28.856569
9 10 12.114331 23.233102
11 16 2.005787 3.120687
12 14 1.227408 48.416764
14 15 0.318338 10.282909
