14 16 0 8184 432 0 8
41 44 8.441028
22 21 4.174509
14 31 0.829205
37 19 7.929718
6 33 0.966236
21 10 4.580718
24 10 1.887089
34 4 8.296158
33 8 7.263573
47 38 9.665541
2 43 9.157006
35 20 9.490903
4 44 5.899214
4 46 9.742412
0 4 7.603769 45.716829
1 4 0.376506 20.987526
2 12 3.672799 25.562847
2 4 4.015444 10.931174
3 11 1.719636 4.401990
3 9 3.285580 37.597989
4 11 16.511783 34.140270
5 11 17.167595 34.285729
5 6 16.738407 4.040697
6 11 8.596387 18.966586
6 9 7.449085 59.059698
7 11 16.372020 30.265198
7 8 12.284970 4.956262
10 13 2.355412 6.436468
10 12 7.501530 3.495732
12 13 16.188815 2.184024
