17 24 0 47613 1611 0 8
16 47 8.625418
24 49 3.267790
33 45 4.609732
12 34 8.633431
12 25 3.948605
24 9 3.282277
31 2 9.002627
16 15 7.793513
24 46 6.990930
45 28 5.591950
26 31 2.054005
26 5 4.188820
32 33 0.993944
46 47 3.375710
13 13 5.756910
8 18 1.977254
27 7 2.195836
0 10 17.284051 34.163514
0 8 11.290413 9.768785
0 3 14.016377 17.816891
0 2 13.134923 33.104554
0 1 8.884939 12.520246
1 8 8.021608 3.010140
1 3 15.104300 30.871466
2 13 18.677666 16.620355
2 12 2.539306 14.644845
3 8 10.888317 22.549531
3 4 2.161902 9.245052
4 15 11.728459 10.025489
4 7 13.247818 14.146781
5 16 13.021334 6.078301
5 10 17.670855 27.350124
6 16 0.974891 11.978006
6 11 1.646379 10.191019
7 11 1.153384 22.815015
8 15 10.945078 57.504467
8 9 6.028812 47.418385
9 10 14.355906 38.307283
11 16 11.972102 3.806953
12 14 19.322864 40.634799
14 15 13.783970 10.836330
