12 14 0 49421 1742 0 8
18 0 4.079462
42 24 0.876301
32 7 3.071560
34 32 8.087508
2 23 0.269356
41 11 3.324643
11 4 0.791458
12 12 3.660027
38 34 3.931149
41 17 8.722694
39 18 8.752305
42 42 9.602009
0 8 5.823697 52.501567
1 10 0.620621 8.749502
1 3 10.810298 22.201153
1 2 6.442183 22.672273
2 5 3.512017 11.360022
3 11 8.439212 21.561199
3 10 18.468723 29.564103
4 7 7.515848 19.137312
5 9 8.478960 8.881041
6 11 17.762395 97.398273
6 10 5.864445 47.319878
7 9 10.770274 49.935298
8 11 15.520326 14.540583
9 10 0.376030 4.258628
