14 16 0 25769 2030 0 8
41 44 4.583712
22 21 6.192495
14 31 1.661536
37 19 4.632202
6 33 6.613558
21 10 4.582187
24 10 7.610664
34 4 0.280845
33 8 2.960544
47 38 2.742602
2 43 7.814810
35 20 9.029944
4 44 9.546421
4 46 5.578068
0 4 2.826484 43.345145
1 4 13.397694 30.114846
2 12 11.047494 30.218411
2 4 4.441565 14.597757
3 11 19.991340 3.744334
3 9 12.862752 38.660947
4 11 8.449578 43.122725
5 11 8.999884 27.540041
5 6 1.182071 4.570071
6 11 13.790212 15.895451
6 9 14.611991 55.161923
7 11 5.667804 18.399501
7 8 8.875674 7.251240
10 13 10.803300 5.616188
10 12 10.245850 3.011487
12 13 10.564703 2.195944
