16 24 1 868 659 0 8
4 9 3.218620
1 19 8.119170
24 26 7.156378
4 4 5.414914
36 28 3.596304
13 9 7.691585
30 20 8.728712
31 45 4.625071
16 18 4.363545
37 38 3.176364
17 29 2.790825
46 22 1.011004
47 23 1.702082
4 24 7.449682
34 42 1.238879
26 49 0.642345
0 9 1.894632 53.245304
0 5 10.164406 12.772074
0 3 4.050598 6.186534
1 13 13.558478 6.914747
1 5 1.596693 29.682420
2 6 17.314941 12.243333
2 3 0.441897 35.373752
3 5 10.232200 13.846355
4 14 1.210293 25.936844
4 12 3.872843 12.724672
6 12 18.519452 31.585056
6 7 5.320553 41.436840
7 15 18.704635 7.962983
7 13 8.276345 46.762973
7 12 9.820319 45.706381
7 9 17.844002 13.626964
8 15 17.943422 51.652548
8 13 16.461087 18.788611
8 10 11.725796 12.146595
8 9 19.998464 43.528368
9 15 18.877376 25.918814
9 14 17.117449 9.328351
11 12 4.210943 2.780292
14 15 15.999509 14.536538
