12 14 0 4941 575 0 8
18 0 9.866919
42 24 4.596915
32 7 7.354190
34 32 5.412698
2 23 5.643543
41 11 9.760165
11 4 3.177084
12 12 3.563857
38 34 0.801190
41 17 2.168103
39 18 8.165943
42 42 7.827981
0 8 1.120004 72.867983
1 10 5.408005 11.502067
1 3 3.410666 20.696511
1 2 4.329275 20.197600
2 5 10.320403 19.477056
3 11 19.704750 15.290994
3 10 5.865381 28.835604
4 7 12.110788 28.194986
5 9 10.890803 11.826033
6 11 19.153947 80.558761
6 10 7.562152 31.437422
7 9 11.371718 44.111422
8 11 16.333512 12.111654
9 10 8.684863 4.304367
