13 18 1 10344 3205 0 8
30 17 5.739446
1 26 8.951502
16 10 6.345780
22 35 6.470381
33 30 0.332219
8 11 4.447558
21 12 6.289384
47 18 3.384849
30 16 8.374252
17 16 1.162156
21 9 1.105232
17 10 1.827138
2 41 4.508293
0 10 18.076826 12.326596
0 9 0.779594 16.231176
1 12 9.018964 18.187812
1 2 1.042723 37.234406
2 11 0.930430 1.860359
2 9 14.712487 7.188331
2 5 0.246199 10.412437
3 9 6.136461 36.359125
3 4 16.797895 12.466553
4 6 18.537789 40.687225
5 11 10.556114 13.351919
5 9 18.384572 20.180581
5 6 5.971925 15.082098
6 9 5.459194 9.937134
6 7 18.787351 37.599997
8 9 8.655751 22.409257
9 11 19.373268 11.059253
10 11 1.060882 6.068252
