12 14 0 30600 1406 0 8
18 0 8.864151
42 24 2.189458
32 7 2.518560
34 32 6.998288
2 23 9.209887
41 11 9.809669
11 4 6.105101
12 12 4.964355
38 34 0.624193
41 17 8.696249
39 18 6.340649
42 42 0.962703
0 8 15.487765 61.934102
1 10 1.129893 10.855387
1 3 17.279133 11.813177
1 2 14.726190 38.464951
2 5 15.966055 18.952546
3 11 19.089320 22.849883
3 10 12.522409 24.886217
4 7 1.825055 29.271850
5 9 3.659087 9.415671
6 11 9.113872 69.288362
6 10 13.294556 43.886415
7 9 6.457776 34.004571
8 11 15.320650 14.719541
9 10 14.162279 4.068133
