13 17 1 18382 352 0 12
7 5 7.462743
5 8 9.820099
13 5 6.239779
14 8 6.390378
16 22 9.272701
19 13 9.019314
20 14 7.131404
13 16 8.030781
16 4 1.288049
14 17 0.885478
17 9 1.372404
11 10 2.500115
5 9 1.625039
0 12 33.443210 8.748429
0 3 38.897057 14.658690
1 12 26.412315 1.353839
1 11 22.083950 6.602738
1 8 39.797711 19.186173
2 10 28.166356 6.342429
2 9 19.242017 13.270698
2 5 17.597515 15.247783
3 5 16.883813 9.570922
4 5 13.421705 11.253397
5 11 33.009998 8.937653
5 10 37.920183 5.647470
5 6 2.635630 2.175612
7 9 25.077523 1.522839
8 11 13.072838 9.396754
8 10 6.373570 9.124400
9 11 28.568889 8.856392
