12 13 1 1416 319 0 12
20 23 3.701560
1 19 9.956478
21 4 6.284419
3 22 1.365540
16 22 0.672620
0 19 3.973347
2 18 6.948945
22 8 1.524622
15 22 4.117116
9 12 6.876463
17 12 8.114464
22 19 3.953137
0 8 26.649205 9.652478
0 4 39.552552 4.998559
1 7 24.471071 31.605021
1 5 23.349908 1.283683
2 7 28.110269 6.399824
3 8 28.174268 16.286477
4 10 9.008611 15.146912
4 8 8.899361 1.032256
4 5 37.747936 23.776047
5 6 33.228279 2.346914
7 10 27.120543 12.417874
9 10 0.264328 15.738088
10 11 26.486218 9.250496
