16 23 1 14666 3026 0 12
3 14 7.685877
1 21 5.390645
8 6 1.654206
4 11 4.269398
10 1 0.698859
0 0 3.562677
14 4 4.580405
15 12 9.583495
11 6 4.537881
7 1 7.805097
3 16 8.923273
14 11 3.295849
10 13 7.257339
8 20 8.164531
5 10 5.230137
14 0 4.869099
0 14 0.510549 4.586666
0 10 9.493939 2.014896
0 8 4.479660 13.526964
1 15 16.837820 37.164901
2 14 36.016216 5.544128
3 14 34.877256 2.635576
3 13 35.531997 13.192296
3 11 4.322499 14.089465
4 15 22.974682 5.885174
4 14 19.890014 15.803816
4 13 39.721713 36.884725
4 9 15.376913 4.366800
5 14 13.917086 19.828921
5 12 19.971459 28.111817
6 9 9.480857 8.867656
6 7 7.599599 16.013227
7 15 39.745769 15.049406
8 14 17.816445 10.292684
8 11 37.284051 6.446909
8 10 8.578453 23.901027
10 13 29.199620 11.733768
11 13 6.879257 11.751134
11 12 19.813569 7.237215
