15 15 1 16710 418 0 12
3 16 8.707278
20 16 4.258162
3 17 1.034733
9 13 6.379968
14 10 2.208297
3 15 8.266858
23 18 1.749059
5 7 2.482935
11 6 0.420187
9 24 6.325192
19 19 7.610207
22 8 1.017507
12 17 6.752561
4 0 9.766298
12 19 1.753811
0 5 28.457084 1.802395
1 8 17.430144 15.494841
1 2 17.096468 22.579413
2 5 23.787633 3.163944
3 11 5.513625 26.862334
3 5 21.451981 9.315519
4 9 29.443412 21.102716
4 7 16.522882 12.661971
6 11 30.420206 16.148272
7 14 9.792399 21.068522
7 8 13.729248 12.051989
8 14 9.185134 18.510831
8 13 2.089405 12.771373
10 14 19.480025 13.934543
12 14 38.691155 3.454982
