17 22 0 31383 625 0 15
31 19 16.334648
24 47 7.860049
8 34 9.039717
22 32 12.145408
7 13 0.480967
16 49 5.223080
30 2 9.187898
34 18 0.267437
33 45 16.317249
41 0 13.554219
11 30 15.423886
19 29 14.154520
33 27 5.956128
29 22 13.756256
34 37 15.093524
38 11 0.661370
6 23 5.779347
0 13 46.293221 5.149046
0 7 25.342549 3.199064
0 3 48.532632 23.877768
1 8 18.449747 15.889306
1 3 7.461641 25.315855
2 13 27.537295 29.109038
2 4 42.193686 36.901844
3 14 7.412209 17.777218
4 15 48.737435 40.255164
4 11 27.850677 23.445851
4 10 9.283220 25.046241
5 16 5.592726 38.243900
5 15 4.030099 85.923702
6 10 32.233575 47.699892
7 13 22.136470 11.751514
7 11 13.168335 35.967761
9 12 47.263586 38.539952
10 16 43.937824 15.227988
10 11 24.682746 15.446676
11 16 29.442157 17.865082
12 15 22.563101 27.539817
12 14 19.906474 11.452728
