19 20 0 30833 1435 0 15
9 29 8.112625
1 5 2.734898
4 16 15.647188
29 49 13.023765
43 37 5.209819
14 32 2.166573
11 15 4.669791
35 23 16.836560
18 13 17.490157
14 20 17.122666
41 21 16.256322
36 19 19.573466
49 25 19.643211
20 11 15.251863
36 25 2.149835
44 20 9.526144
49 12 11.731678
26 5 3.027583
29 39 16.626112
0 11 10.048825 43.549399
1 9 40.214336 37.024086
1 3 42.143206 62.373088
2 15 18.566675 69.450157
2 8 14.248273 21.874165
2 5 34.879173 29.757490
3 5 35.694435 38.328478
4 14 17.089247 20.560023
6 13 29.413577 19.445385
6 8 40.810383 11.468172
7 16 21.570390 26.044046
7 11 22.072634 6.716637
10 18 19.580845 30.580159
10 17 44.493777 33.971003
10 15 35.016177 6.255620
10 12 24.536698 15.394712
11 14 29.321382 11.407800
12 15 4.862470 9.157179
12 14 1.132895 18.580793
13 16 47.852485 42.614217
