18 25 0 19605 434 0 15
41 8 16.155201
27 17 16.296474
13 27 18.815859
42 11 16.821267
48 2 11.015314
7 5 3.666528
22 5 11.516089
39 14 11.247089
33 41 17.967891
45 39 3.942436
11 40 16.094543
40 26 10.758828
43 2 14.094747
31 24 4.167089
39 48 15.205763
27 1 14.862438
23 33 12.223582
12 39 9.306528
0 15 7.406358 24.419345
0 12 11.136624 8.609273
0 4 43.870811 11.614592
0 3 34.733947 5.734861
1 13 0.720857 14.610765
1 5 29.692847 37.310205
1 4 20.371095 33.732040
2 17 12.394148 16.962761
2 10 47.972316 16.421260
2 8 41.214486 34.940273
2 4 16.480194 65.455125
3 7 16.326394 4.333482
4 12 36.307445 9.337726
4 8 31.391671 64.135311
6 15 7.303072 9.407923
6 13 1.468278 22.982369
7 16 22.720274 32.146978
8 16 27.698397 16.034679
8 13 3.281011 22.797115
8 11 7.203205 20.668783
9 14 42.415436 11.682390
9 11 19.356368 24.206439
10 17 7.330084 1.775871
10 16 25.210795 22.714289
11 13 3.310983 10.197259
