13 14 1 49350 322 0 15
36 30 12.439310
28 4 14.200916
28 24 6.832105
31 18 8.646259
4 43 3.665604
8 10 19.516928
15 3 0.668821
32 22 6.616713
1 22 1.476233
33 36 19.123631
46 11 3.323678
27 32 14.365106
28 16 15.033393
0 12 3.790011 25.197410
0 9 9.958785 10.929757
1 8 20.466514 40.883434
1 5 43.456239 33.479050
2 12 21.936033 9.644110
3 12 48.057818 7.098740
3 9 26.610520 21.769685
3 7 32.443077 5.817960
3 4 5.357158 53.011089
4 8 7.534608 26.958313
5 7 35.157000 38.873999
6 7 21.229740 34.009755
8 11 33.240399 48.375551
10 12 34.638132 27.992543
