10 16 0 28841 5874 0 15
13 31 19.394555
30 28 1.460674
22 23 8.457528
35 16 11.346333
0 19 17.872288
8 0 5.748311
23 35 4.495399
21 8 15.377247
29 14 6.577254
29 32 11.452350
0 9 17.126033 24.985992
0 2 29.371158 12.251971
1 9 14.049307 7.129953
1 8 11.640629 15.779164
1 6 30.968686 17.766794
2 8 43.699753 19.317701
2 7 19.331626 24.545176
2 6 9.601690 19.654017
3 8 42.126139 8.761858
3 6 19.296258 40.261755
4 9 38.067616 55.166106
5 8 7.936211 36.822457
5 7 17.628663 20.281252
6 9 27.671947 9.701001
7 9 38.750124 28.370326
7 8 34.000948 11.260564
