14 15 0 39772 839 0 15
8 35 17.856315
27 6 1.671581
3 29 8.791409
34 23 15.146821
13 10 16.586541
19 38 1.195093
20 30 14.085816
17 32 8.608780
46 45 14.295037
28 24 4.128837
6 32 4.969375
31 8 12.334927
36 23 4.933671
17 29 2.371912
0 2 16.728568 12.573442
1 11 21.817010 8.744283
2 10 6.147796 8.341098
2 5 24.755719 32.561514
2 4 21.129575 36.062713
3 11 44.567610 25.167161
3 9 1.411811 9.367878
4 11 49.786579 25.873023
5 7 16.070723 11.177631
6 11 10.345451 26.547532
6 10 45.431886 15.255906
6 9 39.152315 12.666637
7 8 49.070777 42.556524
11 13 29.377274 50.212410
12 13 11.808585 31.843150
