13 14 1 45383 274 0 15
36 30 14.557072
28 4 15.758575
28 24 13.353486
31 18 19.839965
4 43 13.008380
8 10 2.704454
15 3 15.670974
32 22 7.974265
1 22 17.883379
33 36 10.272636
46 11 6.000042
27 32 1.125385
28 16 0.434758
0 12 20.360690 27.874687
0 9 46.251628 8.718810
1 8 19.805629 33.296797
1 5 40.006759 23.765141
2 12 8.782556 15.482286
3 12 19.893482 4.088759
3 9 38.120533 26.336924
3 7 25.088340 7.815601
3 4 6.061728 63.690561
4 8 25.940195 26.084188
5 7 11.080933 48.001462
6 7 46.206578 29.809452
8 11 28.396809 28.000722
10 12 25.939957 33.968657
