19 20 0 50254 3281 0 15
9 29 7.719576
1 5 3.855374
4 16 6.889916
29 49 13.446667
43 37 12.481046
14 32 15.791751
11 15 15.045220
35 23 17.982516
18 13 11.115322
14 20 3.410620
41 21 15.293331
36 19 14.713311
49 25 11.034070
20 11 17.228247
36 25 8.852555
44 20 6.098062
49 12 13.596930
26 5 18.058923
29 39 16.726758
0 11 13.732869 41.119958
1 9 33.381864 28.716805
1 3 4.017552 79.049276
2 15 21.252890 79.567702
2 8 48.229709 14.518455
2 5 48.375336 27.219163
3 5 31.769074 30.619608
4 14 1.145316 18.226921
6 13 5.079503 12.403984
6 8 7.927978 12.923413
7 16 47.284917 29.508387
7 11 19.651085 7.929664
10 18 39.231925 32.393754
10 17 40.115246 40.258935
10 15 36.929779 4.631108
10 12 44.632009 14.656467
11 14 4.268727 6.079518
12 15 26.447682 11.032828
12 14 26.979902 15.154433
13 16 8.986924 56.700011
