17 22 1 30288 863 0 15
31 19 12.601208
24 47 14.920586
8 34 12.525563
22 32 11.043544
7 13 14.684336
16 49 3.882820
30 2 13.385133
34 18 3.375760
33 45 4.040024
41 0 18.071216
11 30 13.053416
19 29 16.197638
33 27 12.604165
29 22 6.562769
34 37 7.917680
38 11 8.789556
6 23 2.990772
0 13 24.607684 6.658233
0 7 5.845354 3.353694
0 3 2.979053 26.083787
1 8 36.383953 12.150462
1 3 15.836309 29.411026
2 13 3.747620 41.120830
2 4 49.651934 36.958051
3 14 25.197226 22.165166
4 15 12.859500 50.303185
4 11 40.672890 24.763227
4 10 20.347466 33.643944
5 16 41.500373 28.287415
5 15 41.267045 46.526856
6 10 19.387928 49.410559
7 13 44.984677 7.819655
7 11 3.394328 28.595380
9 12 29.891411 39.194774
10 16 2.076537 10.191980
10 11 25.134813 13.362461
11 16 30.047230 25.331230
12 15 23.467344 30.499078
12 14 28.866881 16.842556
