16 20 1 30480 548 0 15
3 9 18.027029
40 23 4.813950
6 47 15.431482
15 15 9.413493
28 26 18.399009
19 26 19.421633
15 38 8.820565
31 15 7.087908
14 48 11.401474
38 11 9.323233
23 13 12.514430
5 15 8.962076
30 39 8.972837
15 33 4.459554
1 33 7.276695
4 4 0.998011
0 3 39.087125 25.601442
1 15 24.638536 78.427701
2 8 37.672790 8.815059
2 5 34.668613 33.329087
3 7 44.100043 22.699545
3 6 46.611082 41.629346
4 10 24.089671 14.200322
4 7 46.043758 18.712228
4 6 20.637252 30.473976
5 13 32.122068 11.219033
6 14 41.628902 20.572063
6 13 47.695021 9.984184
7 13 31.127914 31.277793
8 11 37.369076 47.955922
9 12 38.291949 53.742819
11 15 37.687742 19.851629
11 14 36.197802 28.535993
11 13 32.047750 25.667532
12 15 29.799042 64.415834
12 13 44.806672 21.556717
