15 18 1 46271 1459 0 15
12 17 0.615066
10 2 18.914943
32 25 5.294620
1 32 7.257206
1 2 13.902298
23 20 0.513341
9 13 19.575346
31 1 18.958240
26 24 6.315602
37 29 1.237709
2 14 9.041196
22 20 17.386849
5 21 16.222994
34 28 7.025268
41 20 16.166567
0 13 36.554462 49.174289
0 5 25.388745 15.384357
1 11 15.574718 36.740230
1 8 5.575153 51.251461
1 4 45.961351 16.702264
2 14 25.224017 11.948182
2 13 26.537813 4.282721
2 9 34.070582 10.910565
3 12 32.484556 18.277000
5 12 46.218493 35.084585
5 8 48.590485 6.724030
6 12 14.635902 17.022176
6 11 48.251130 19.011035
6 10 7.846612 12.337442
7 11 4.802063 37.341884
8 11 38.769572 11.117193
9 13 15.727899 5.777894
12 13 26.272411 38.280532
