14 15 0 33369 442 0 15
8 35 3.286398
27 6 16.861096
3 29 19.919840
34 23 4.223218
13 10 0.114023
19 38 2.311778
20 30 8.454709
17 32 18.543973
46 45 15.859088
28 24 13.403781
6 32 14.320876
31 8 4.199063
36 23 8.230402
17 29 16.745189
0 2 42.449094 13.247298
1 11 18.228809 7.449492
2 10 0.437858 7.944016
2 5 41.753096 22.606044
2 4 18.200027 22.455719
3 11 43.088604 15.489268
3 9 18.845448 10.482467
4 11 24.833286 30.821879
5 7 43.308671 12.363413
6 11 47.540959 32.952768
6 10 17.271084 15.235808
6 9 25.003487 10.664081
7 8 42.968124 40.444507
11 13 49.433208 29.535996
12 13 29.088945 21.305963
