18 25 0 7678 618 0 15
41 8 4.701849
27 17 1.874814
13 27 8.875195
42 11 4.339913
48 2 12.156944
7 5 4.913548
22 5 14.078930
39 14 13.955452
33 41 18.184888
45 39 9.333070
11 40 15.111029
40 26 1.685574
43 2 12.960188
31 24 12.307135
39 48 6.370841
27 1 6.320974
23 33 4.374083
12 39 6.757206
0 15 16.962843 26.510264
0 12 39.076309 6.693925
0 4 33.360529 15.241006
0 3 22.309285 4.677985
1 13 49.939203 16.012757
1 5 29.881221 30.921206
1 4 28.041412 49.892795
2 17 18.853314 20.366733
2 10 14.960617 23.383623
2 8 24.088520 39.616222
2 4 26.599403 85.893571
3 7 37.626820 8.266463
4 12 29.821667 8.081334
4 8 46.740440 57.157641
6 15 29.329865 12.245860
6 13 30.308035 26.756336
7 16 16.553576 47.837225
8 16 28.948668 17.771063
8 13 43.349777 34.205080
8 11 49.221011 16.969402
9 14 17.544742 20.181492
9 11 39.954308 22.035332
10 17 13.670488 2.703585
10 16 34.477348 16.339632
11 13 39.944806 14.498860
