15 18 0 35507 2494 0 15
12 17 3.730843
10 2 12.884074
32 25 11.898721
1 32 12.287779
1 2 7.042230
23 20 16.282160
9 13 2.842562
31 1 1.372152
26 24 10.925562
37 29 16.228924
2 14 16.498672
22 20 14.495963
5 21 18.530707
34 28 17.803145
41 20 10.987705
0 13 40.735155 46.024522
0 5 24.874970 19.266150
1 11 15.197356 33.661718
1 8 2.009440 48.429494
1 4 49.131786 10.119232
2 14 44.359172 11.392369
2 13 39.847757 5.926730
2 9 6.957841 12.405164
3 12 29.078241 23.216240
5 12 29.894312 31.261804
5 8 27.410042 9.668382
6 12 0.114197 15.563162
6 11 27.573027 16.159788
6 10 40.963854 12.920379
7 11 35.868738 31.073084
8 11 17.457939 7.742323
9 13 2.920773 4.844856
12 13 4.404566 55.091110
