15 18 1 23402 366 0 15
12 17 19.864150
10 2 2.166176
32 25 12.425869
1 32 3.267687
1 2 6.505578
23 20 16.940330
9 13 10.280902
31 1 14.430692
26 24 10.588353
37 29 10.373038
2 14 3.222266
22 20 8.923000
5 21 16.665347
34 28 0.589352
41 20 0.206919
0 13 36.456370 25.206903
0 5 5.570612 15.997816
1 11 47.357574 32.852769
1 8 48.739627 52.142429
1 4 43.621020 9.333255
2 14 22.502464 10.830623
2 13 19.878874 6.196888
2 9 21.096126 8.362247
3 12 20.713618 16.278721
5 12 27.708468 18.806844
5 8 44.511624 8.697756
6 12 23.054295 9.554401
6 11 29.343318 20.960883
6 10 43.290006 11.470680
7 11 32.583340 29.856602
8 11 22.247002 10.613085
9 13 13.962367 4.366455
12 13 44.970698 46.430452
