17 22 0 36282 844 0 15
31 19 13.248952
24 47 18.257332
8 34 3.626719
22 32 0.831661
7 13 2.355446
16 49 12.152691
30 2 10.617748
34 18 12.590201
33 45 8.871886
41 0 1.356746
11 30 0.617847
19 29 11.565430
33 27 17.619332
29 22 17.496910
34 37 13.929096
38 11 3.733072
6 23 1.953691
0 13 10.339902 5.311182
0 7 27.042555 5.933830
0 3 14.619025 29.882322
1 8 32.519032 14.310644
1 3 8.127239 21.195264
2 13 42.659738 27.542707
2 4 44.380819 33.961256
3 14 26.411939 19.703351
4 15 27.861271 33.206416
4 11 33.829344 32.920222
4 10 13.776056 19.003073
5 16 7.797505 31.204637
5 15 34.922633 57.363305
6 10 9.062948 35.087030
7 13 11.178515 8.931766
7 11 43.398214 23.789725
9 12 7.769268 40.279538
10 16 16.014617 12.119088
10 11 48.051132 11.672261
11 16 42.419417 28.215743
12 15 5.471189 18.834422
12 14 36.946981 17.100698
