19 20 0 24553 2963 0 15
9 29 16.960010
1 5 6.158344
4 16 5.194758
29 49 19.462742
43 37 10.143438
14 32 19.239130
11 15 10.339379
35 23 15.144843
18 13 8.634646
14 20 0.829418
41 21 7.105509
36 19 2.287700
49 25 0.072875
20 11 16.443511
36 25 5.791753
44 20 8.034164
49 12 14.598026
26 5 2.508362
29 39 15.769766
0 11 43.717161 36.522152
1 9 13.588896 20.150769
1 3 28.488021 85.997501
2 15 46.959995 43.641057
2 8 4.279832 22.680063
2 5 21.717166 37.094892
3 5 13.697129 43.837679
4 14 45.336713 23.534928
6 13 32.801885 17.541943
6 8 26.917832 10.364716
7 16 23.258704 19.367194
7 11 10.107750 7.807645
10 18 35.790379 31.775388
10 17 43.526302 32.716470
10 15 30.858038 4.571733
10 12 35.708781 14.838675
11 14 33.709771 8.949024
12 15 7.021539 14.042812
12 14 3.578272 16.171426
13 16 41.400007 31.327898
