16 20 1 47089 594 0 15
3 9 16.616331
40 23 8.942469
6 47 10.464387
15 15 9.957753
28 26 11.694714
19 26 3.599026
15 38 11.089006
31 15 15.302906
14 48 12.799331
38 11 10.411846
23 13 5.783667
5 15 4.033102
30 39 2.938210
15 33 13.129420
1 33 6.064992
4 4 1.668549
0 3 41.719100 17.487877
1 15 11.513326 50.886208
2 8 13.920401 11.710849
2 5 11.977628 33.294429
3 7 40.805680 18.912373
3 6 46.162283 38.245127
4 10 14.709007 15.760027
4 7 48.116029 17.579032
4 6 3.250120 30.806805
5 13 16.301966 11.772575
6 14 0.732927 18.507567
6 13 44.246011 5.455923
7 13 19.018398 36.973736
8 11 34.108066 37.166595
9 12 19.491246 30.193206
11 15 17.015418 19.501566
11 14 0.783588 22.573260
11 13 33.837948 32.340116
12 15 45.931346 56.422472
12 13 23.805155 30.958960
