14 15 0 27157 3082 0 15
8 35 9.076506
27 6 3.338468
3 29 14.881964
34 23 0.555473
13 10 7.368731
19 38 0.559593
20 30 13.271772
17 32 1.601367
46 45 10.391548
28 24 19.663828
6 32 16.539847
31 8 5.937075
36 23 19.191688
17 29 16.989638
0 2 33.264371 9.721938
1 11 1.974474 5.580276
2 10 36.674752 5.218407
2 5 5.129271 22.576448
2 4 24.601640 38.149117
3 11 49.177928 19.065713
3 9 1.177753 11.919200
4 11 49.119976 29.703308
5 7 4.695804 6.853403
6 11 41.385820 28.269606
6 10 25.887972 15.863088
6 9 39.263915 18.556961
7 8 18.763672 50.779761
11 13 21.241006 44.634157
12 13 36.402704 33.316899
