16 20 1 5113 2819 0 15
3 9 8.826870
40 23 12.108340
6 47 16.785751
15 15 1.899430
28 26 8.147772
19 26 18.312395
15 38 5.056344
31 15 10.694283
14 48 19.918944
38 11 11.322695
23 13 6.193287
5 15 13.830471
30 39 1.224887
15 33 16.486331
1 33 1.988057
4 4 19.567695
0 3 20.816409 14.487395
1 15 48.816952 63.674344
2 8 44.953360 8.104481
2 5 32.573204 47.199279
3 7 31.190706 28.297368
3 6 48.153392 26.393864
4 10 9.003317 26.909734
4 7 18.667489 12.764285
4 6 47.939470 31.588425
5 13 9.643597 11.837985
6 14 36.056924 27.865095
6 13 43.517818 8.637930
7 13 1.862521 31.001644
8 11 17.425878 53.424513
9 12 33.064139 54.209648
11 15 47.069680 14.656115
11 14 44.557085 19.870165
11 13 4.142406 39.488532
12 15 41.438779 78.053929
12 13 27.939720 28.018671
