14 15 0 250 1784 0 15
8 35 11.466686
27 6 18.148329
3 29 3.238614
34 23 16.525744
13 10 14.613635
19 38 11.406324
20 30 16.974332
17 32 1.509657
46 45 3.972961
28 24 13.900858
6 32 15.128496
31 8 10.379104
36 23 1.305312
17 29 4.186130
0 2 15.167255 10.064388
1 11 42.592174 5.119326
2 10 15.678233 6.150108
2 5 47.790270 27.173358
2 4 0.234932 38.063899
3 11 33.316473 24.346352
3 9 17.389880 11.816325
4 11 3.590022 29.027279
5 7 8.804883 9.614572
6 11 34.106398 48.682298
6 10 35.494931 14.175863
6 9 42.555072 12.524442
7 8 22.554612 56.740311
11 13 27.090314 39.022918
12 13 30.570496 39.252917
