13 14 1 42731 1302 0 15
36 30 19.865277
28 4 3.633998
28 24 0.731970
31 18 16.688312
4 43 7.170329
8 10 15.421843
15 3 19.203259
32 22 1.536668
1 22 12.879923
33 36 15.727141
46 11 16.019354
27 32 11.012163
28 16 1.704667
0 12 39.553177 19.090140
0 9 31.362071 10.828869
1 8 2.998000 60.724485
1 5 13.432131 33.371349
2 12 10.627456 9.830625
3 12 37.503694 4.233737
3 9 5.118965 32.364304
3 7 9.508194 7.264594
3 4 16.791151 49.611359
4 8 26.497708 25.104293
5 7 0.892167 36.825934
6 7 7.175685 48.146742
8 11 48.265198 55.100879
10 12 38.218167 33.393440
