10 16 1 24791 302 0 15
13 31 15.255771
30 28 17.360142
22 23 6.410912
35 16 16.472280
0 19 6.447023
8 0 5.973687
23 35 19.060796
21 8 8.299369
29 14 11.182900
29 32 18.349857
0 9 8.606573 27.940774
0 2 13.680668 19.157454
1 9 2.149944 4.604413
1 8 49.612914 16.768065
1 6 18.791896 17.103973
2 8 15.584549 13.120531
2 7 35.793815 23.021916
2 6 14.245477 12.453546
3 8 15.840788 12.377416
3 6 44.457553 36.586413
4 9 19.543128 33.890498
5 8 19.346928 44.348667
5 7 3.975465 18.538180
6 9 8.375818 11.307502
7 9 12.238396 37.807628
7 8 11.868766 10.850092
