10 16 0 7125 2768 0 15
13 31 19.055726
30 28 3.133663
22 23 8.658418
35 16 13.864259
0 19 11.009847
8 0 3.530851
23 35 14.357903
21 8 9.380584
29 14 9.379922
29 32 5.522013
0 9 13.075908 30.907672
0 2 24.083025 14.772945
1 9 23.618820 8.206518
1 8 42.511575 16.526623
1 6 6.884177 16.839434
2 8 39.514781 15.560021
2 7 14.964855 26.734296
2 6 16.871372 21.493923
3 8 27.654760 9.989115
3 6 30.711011 25.577815
4 9 4.549206 42.358672
5 8 38.288602 44.695580
5 7 16.069784 27.234586
6 9 25.104611 13.029442
7 9 20.565534 45.294565
7 8 35.919625 17.781929
