17 22 1 10054 1835 0 15
31 19 14.231385
24 47 3.425598
8 34 14.695335
22 32 18.370989
7 13 4.271205
16 49 12.999864
30 2 4.321477
34 18 15.802188
33 45 7.438019
41 0 17.446672
11 30 18.263355
19 29 16.310899
33 27 12.404166
29 22 16.878914
34 37 12.620746
38 11 4.855421
6 23 8.531301
0 13 46.479925 4.369332
0 7 10.437562 3.198931
0 3 30.915559 19.708502
1 8 15.841674 16.874094
1 3 49.147564 25.291896
2 13 3.206358 25.018677
2 4 10.447112 23.203749
3 14 13.748484 23.084053
4 15 34.712291 60.380249
4 11 29.685109 29.770599
4 10 13.931967 33.362299
5 16 39.132662 54.755367
5 15 39.057404 52.331054
6 10 1.787640 47.469817
7 13 32.281630 9.042398
7 11 31.200999 27.200684
9 12 23.695438 44.358911
10 16 41.085312 15.766094
10 11 33.151182 8.805759
11 16 38.177774 16.301408
12 15 8.646734 27.591567
12 14 37.483235 18.367983
