10 16 1 12235 864 0 15
13 31 15.738506
30 28 4.801904
22 23 14.481727
35 16 5.577902
0 19 14.534187
8 0 12.223996
23 35 10.176938
21 8 4.428871
29 14 15.868832
29 32 13.885541
0 9 46.542623 18.628092
0 2 0.605626 23.777707
1 9 47.632459 6.794256
1 8 38.934892 21.365360
1 6 3.091041 17.868610
2 8 3.647143 13.912178
2 7 2.689799 16.622962
2 6 33.548601 20.013889
3 8 31.946183 11.145817
3 6 10.163543 25.463133
4 9 46.000993 38.300901
5 8 46.462815 36.428912
5 7 8.503770 18.300642
6 9 35.388091 10.333694
7 9 16.694884 35.202955
7 8 27.675372 14.020389
