14 15 1 35605 1548 0 15
8 35 10.677592
27 6 11.513621
3 29 3.494051
34 23 14.449425
13 10 11.890217
19 38 15.803924
20 30 0.770039
17 32 3.816600
46 45 15.893030
28 24 7.748662
6 32 7.605990
31 8 15.329994
36 23 15.256352
17 29 10.818860
0 2 14.324415 14.926431
1 11 2.177203 6.875935
2 10 30.431925 5.579424
2 5 11.849949 22.618311
2 4 46.884800 28.003602
3 11 3.355573 22.270856
3 9 49.427917 10.631850
4 11 46.248016 21.125395
5 7 35.016720 7.620810
6 11 18.982924 36.910897
6 10 4.757610 20.121510
6 9 23.065378 11.698547
7 8 48.225311 40.869154
11 13 33.314085 46.660105
12 13 30.577914 34.490049
