10 16 1 15896 678 0 15
13 31 12.172411
30 28 6.921109
22 23 2.916554
35 16 10.440094
0 19 16.544992
8 0 8.145162
23 35 15.799679
21 8 4.410776
29 14 6.653244
29 32 18.105640
0 9 33.551560 18.609402
0 2 42.689162 22.917753
1 9 28.008988 7.613547
1 8 12.775675 27.818987
1 6 14.995075 13.969055
2 8 0.110949 17.353883
2 7 48.997084 24.186303
2 6 33.928429 21.490436
3 8 31.422836 8.876479
3 6 48.421214 39.304954
4 9 17.883404 40.512871
5 8 21.029957 33.175968
5 7 7.086466 28.691960
6 9 33.482835 12.261639
7 9 8.025972 34.462960
7 8 26.154534 15.749387
