17 22 1 31562 310 0 15
31 19 16.202589
24 47 15.202921
8 34 13.916143
22 32 11.239954
7 13 15.723273
16 49 3.878222
30 2 16.865894
34 18 13.448492
33 45 10.554015
41 0 19.629566
11 30 7.989988
19 29 18.697473
33 27 2.208474
29 22 9.140301
34 37 18.196827
38 11 12.482342
6 23 10.021838
0 13 35.806011 6.691408
0 7 31.750910 3.350125
0 3 41.909135 26.424213
1 8 23.258472 9.654262
1 3 4.773418 27.124149
2 13 6.271365 30.420241
2 4 45.000996 21.406122
3 14 38.916572 25.162238
4 15 24.877723 49.573488
4 11 39.486908 31.289901
4 10 11.845984 23.416924
5 16 16.116373 36.699602
5 15 12.615628 71.853521
6 10 4.671706 48.481217
7 13 2.843414 7.441416
7 11 0.900829 29.659898
9 12 32.696432 49.927810
10 16 22.210123 14.219943
10 11 35.009328 12.029786
11 16 14.226277 27.338045
12 15 8.354704 30.100662
12 14 40.692016 14.169851
