19 20 0 47620 333 0 15
9 29 13.969613
1 5 13.741608
4 16 15.827588
29 49 11.401210
43 37 16.821933
14 32 9.763489
11 15 18.232885
35 23 0.502775
18 13 14.802684
14 20 19.479519
41 21 14.301768
36 19 19.525847
49 25 16.039060
20 11 14.635718
36 25 9.985774
44 20 8.127740
49 12 9.468763
26 5 12.251170
29 39 2.570758
0 11 45.159001 50.047866
1 9 23.250728 29.235035
1 3 27.683407 67.298570
2 15 38.597098 68.069401
2 8 17.517308 27.193583
2 5 3.991192 31.442561
3 5 17.676642 23.778549
4 14 30.944366 25.995586
6 13 17.968885 11.765736
6 8 10.988413 11.142438
7 16 25.225375 19.576253
7 11 3.790212 7.977618
10 18 33.332128 28.263062
10 17 35.642374 34.544485
10 15 9.382571 3.605252
10 12 43.915747 16.469852
11 14 15.711260 6.544989
12 15 19.061131 9.498774
12 14 1.830957 24.282614
13 16 38.358778 33.461649
