17 22 0 12890 3921 0 15
31 19 3.858676
24 47 9.217430
8 34 9.498213
22 32 4.264190
7 13 5.439208
16 49 6.933279
30 2 8.998377
34 18 11.205367
33 45 16.048182
41 0 15.641723
11 30 12.912503
19 29 9.503469
33 27 5.835389
29 22 9.307217
34 37 7.007739
38 11 4.990573
6 23 11.748096
0 13 26.921662 7.132843
0 7 26.796494 5.889108
0 3 14.267603 24.007507
1 8 43.928647 10.108725
1 3 35.742736 26.330886
2 13 30.129014 47.900439
2 4 31.562880 36.210050
3 14 9.160397 23.341683
4 15 0.436179 34.362508
4 11 22.641611 29.103367
4 10 0.771835 25.474095
5 16 12.036430 34.966977
5 15 36.520738 72.935560
6 10 6.321136 51.856437
7 13 39.101335 6.920507
7 11 2.954813 31.879035
9 12 28.806356 37.184490
10 16 41.941400 13.720934
10 11 34.573563 15.007725
11 16 30.073655 24.589439
12 15 34.892017 23.574319
12 14 6.433122 12.100587
