16 20 1 29609 314 0 15
3 9 9.774842
40 23 3.732712
6 47 11.713922
15 15 7.564090
28 26 13.618009
19 26 7.646057
15 38 13.097453
31 15 5.109194
14 48 11.630991
38 11 13.705165
23 13 14.722498
5 15 16.409184
30 39 11.241659
15 33 12.263954
1 33 11.665551
4 4 16.393951
0 3 25.795276 13.716803
1 15 2.960311 52.734747
2 8 3.832792 14.094826
2 5 33.355578 48.087237
3 7 30.500024 21.779357
3 6 20.699895 39.436839
4 10 31.634029 26.516206
4 7 19.624737 18.674710
4 6 11.178824 32.186988
5 13 25.010830 14.275834
6 14 21.278594 23.873113
6 13 9.371446 8.778382
7 13 24.590060 26.752331
8 11 33.645651 34.475077
9 12 29.558283 32.178054
11 15 6.369452 16.486423
11 14 39.405259 20.413384
11 13 42.765958 24.433492
12 15 6.679528 81.304436
12 13 11.298541 24.595621
