18 25 1 5549 492 0 15
41 8 19.206349
27 17 6.416680
13 27 6.227215
42 11 15.241491
48 2 10.289064
7 5 16.608007
22 5 3.820557
39 14 11.591903
33 41 11.910036
45 39 13.238777
11 40 0.417318
40 26 0.012779
43 2 7.478453
31 24 8.798441
39 48 11.376879
27 1 9.301262
23 33 10.795143
12 39 4.679885
0 15 4.640263 15.786356
0 12 19.643726 10.057901
0 4 16.944319 11.053553
0 3 16.389539 4.021519
1 13 43.734430 15.678282
1 5 33.416210 32.697857
1 4 18.111325 36.571123
2 17 36.423151 23.952637
2 10 25.180570 14.787872
2 8 15.766445 38.056705
2 4 7.718257 46.590475
3 7 5.203624 8.388837
4 12 17.559520 5.775020
4 8 36.192403 64.516065
6 15 4.187584 11.629697
6 13 41.240338 41.161278
7 16 27.406806 29.225068
8 16 18.774156 15.593929
8 13 24.469857 32.300622
8 11 41.583703 28.194200
9 14 5.259147 14.754843
9 11 39.059400 20.892558
10 17 24.457822 2.075230
10 16 29.585525 20.972742
11 13 3.425719 18.372412
