13 14 1 38645 303 0 15
36 30 10.782429
28 4 13.413890
28 24 1.713178
31 18 15.391549
4 43 5.215076
8 10 5.770826
15 3 3.886344
32 22 8.747872
1 22 1.766013
33 36 14.509855
46 11 15.865963
27 32 14.186793
28 16 11.233673
0 12 6.553812 24.008140
0 9 29.510257 8.036467
1 8 40.612364 54.939235
1 5 46.761446 25.072147
2 12 23.606842 13.660762
3 12 13.708204 5.992323
3 9 37.638822 19.653533
3 7 20.673022 7.877490
3 4 36.402121 61.972807
4 8 17.744370 41.420517
5 7 36.107969 48.666714
6 7 5.112132 41.190931
8 11 2.651740 53.386859
10 12 32.098464 22.241184
