10 16 0 33423 1018 0 15
13 31 17.837281
30 28 8.569037
22 23 6.110910
35 16 14.355752
0 19 3.878204
8 0 14.726126
23 35 4.189363
21 8 6.478895
29 14 0.789794
29 32 14.198116
0 9 8.886749 27.019161
0 2 20.543683 15.126778
1 9 33.214371 5.477733
1 8 42.813238 26.101366
1 6 40.254134 17.563860
2 8 37.516082 15.264797
2 7 38.608851 16.389909
2 6 36.041005 21.720144
3 8 17.863381 8.044523
3 6 31.554353 36.495310
4 9 25.794201 34.355806
5 8 19.328989 26.741554
5 7 12.672458 18.831180
6 9 22.156988 7.532549
7 9 8.118788 39.905260
7 8 13.140141 11.530456
