14 15 1 26433 568 0 15
8 35 18.746763
27 6 10.944759
3 29 12.809028
34 23 11.394581
13 10 19.266359
19 38 14.518877
20 30 19.948684
17 32 5.939537
46 45 4.822472
28 24 19.196808
6 32 6.529009
31 8 3.227002
36 23 12.657844
17 29 3.874258
0 2 28.138235 9.091270
1 11 15.774586 8.159910
2 10 17.195989 6.615620
2 5 19.901205 22.664235
2 4 27.133054 34.914262
3 11 35.467435 15.422242
3 9 41.206175 7.484510
4 11 44.232388 21.638123
5 7 6.605179 8.733420
6 11 1.066314 35.219732
6 10 19.760184 24.067548
6 9 34.963340 17.472701
7 8 49.419688 53.778339
11 13 0.931550 41.873972
12 13 14.599970 22.908485
