16 20 1 15275 295 0 15
3 9 12.091580
40 23 5.990589
6 47 15.017786
15 15 5.801801
28 26 8.418096
19 26 4.201325
15 38 2.461105
31 15 16.757807
14 48 3.684960
38 11 15.867429
23 13 3.317889
5 15 12.783890
30 39 12.348117
15 33 15.084349
1 33 7.508536
4 4 9.924599
0 3 3.429277 24.722410
1 15 30.795187 44.241808
2 8 17.395217 9.086217
2 5 7.089430 28.465735
3 7 16.342704 17.055376
3 6 4.262291 43.386541
4 10 41.404461 22.571874
4 7 11.257256 21.906812
4 6 33.612190 19.949611
5 13 27.426174 12.216216
6 14 31.914521 27.982550
6 13 3.327901 6.932069
7 13 27.615416 34.478983
8 11 2.453385 58.345713
9 12 4.058967 38.046604
11 15 7.461270 17.068370
11 14 31.607633 21.200617
11 13 13.838569 36.346234
12 15 45.883654 86.331393
12 13 2.300898 22.917538
