17 22 0 36160 1453 0 15
31 19 9.471678
24 47 19.346499
8 34 8.501332
22 32 10.939937
7 13 13.627431
16 49 8.230384
30 2 7.187479
34 18 11.723980
33 45 17.584874
41 0 5.889791
11 30 18.985330
19 29 6.450181
33 27 13.935741
29 22 8.265505
34 37 3.887828
38 11 0.353542
6 23 17.146565
0 13 36.055147 7.094778
0 7 3.086738 5.260492
0 3 3.481390 27.499177
1 8 38.520432 18.286542
1 3 29.251958 24.561147
2 13 30.830652 39.805756
2 4 37.869689 37.547483
3 14 37.663830 14.172560
4 15 31.859690 36.732481
4 11 29.698981 28.692963
4 10 1.042357 34.868557
5 16 14.552866 41.039253
5 15 39.786620 86.505714
6 10 19.169444 67.264376
7 13 0.276073 12.743010
7 11 47.893058 23.078673
9 12 45.211547 48.622184
10 16 23.291251 8.770896
10 11 0.152495 15.913758
11 16 29.845252 17.700173
12 15 44.099958 26.621224
12 14 18.702036 12.195706
