19 23 1 44772 479 0 12
17 13 9.133749
1 15 3.137775
6 1 2.880559
17 1 6.812693
22 15 2.821569
22 9 7.079520
16 17 2.236458
14 11 2.618529
3 14 4.060026
17 17 9.701179
8 11 3.659889
14 6 6.084180
21 13 1.416313
18 8 5.696573
20 16 1.895691
19 22 2.004465
21 14 6.882437
6 12 6.539833
19 6 7.886044
0 14 14.717955 6.318071
0 12 2.546304 7.377669
0 6 18.983557 6.866433
1 6 4.146792 16.323853
2 10 19.230009 20.346179
3 13 12.867822 13.014166
4 16 6.170344 1.971591
4 10 3.015777 23.438335
5 18 12.708139 6.094195
5 12 27.930736 5.356080
5 10 10.766325 24.376885
6 17 13.284965 11.898758
6 15 25.356585 8.226245
6 13 24.449439 14.029318
7 9 7.027061 8.869307
8 17 32.453676 5.047196
8 15 9.770305 27.613211
9 18 8.359199 20.963132
9 11 38.148403 19.597866
10 16 28.558142 17.512933
11 18 6.125234 7.172302
14 16 33.143418 2.315782
14 15 25.816022 7.952540
