12 13 0 6896 1377 0 12
20 23 3.852207
1 19 1.012900
21 4 5.813558
3 22 3.226745
16 22 7.940746
0 19 6.388088
2 18 9.258028
22 8 9.974643
15 22 4.799773
9 12 9.703718
17 12 1.820966
22 19 8.023370
0 8 22.002176 9.741469
0 4 26.934191 4.255633
1 7 1.516103 34.482246
1 5 33.738273 1.409082
2 7 31.221672 6.166806
3 8 12.660271 13.344442
4 10 7.700758 11.131389
4 8 31.985968 1.469957
4 5 27.697559 18.751142
5 6 21.483767 3.757085
7 10 10.463017 11.485470
9 10 23.512144 14.878149
10 11 31.422857 16.347724
