16 20 0 37956 279 0 10
3 9 0.235854
40 23 14.130769
6 47 12.594824
15 15 5.247311
28 26 12.200599
19 26 1.513855
15 38 0.983865
31 15 12.299903
14 48 2.703400
38 11 19.714811
23 13 12.137709
5 15 8.159875
30 39 4.237759
15 33 14.558007
1 33 5.101693
4 4 9.717043
0 3 36.063067 18.975119
1 15 41.652084 44.955545
2 8 17.642112 8.798299
2 5 33.359034 33.736673
3 7 6.136314 22.503853
3 6 40.443959 39.285535
4 10 33.487937 22.619254
4 7 31.788023 14.662114
4 6 45.784681 24.349183
5 13 49.316356 15.303181
6 14 47.365964 29.604087
6 13 6.327818 8.006611
7 13 10.410386 46.554246
8 11 7.247388 52.489690
9 12 39.481739 56.380318
11 15 17.521497 18.012774
11 14 36.759439 27.859548
11 13 30.109537 24.369172
12 15 27.471478 47.438651
12 13 24.726092 20.507323
