13 14 0 37836 966 0 10
36 30 5.743614
28 4 7.478487
28 24 13.369898
31 18 14.869679
4 43 2.687896
8 10 8.910902
15 3 13.519640
32 22 3.839552
1 22 14.031312
33 36 12.973573
46 11 11.759272
27 32 18.428965
28 16 19.609658
0 12 6.284531 31.304674
0 9 6.846459 7.661467
1 8 49.041280 57.073524
1 5 0.985008 34.087318
2 12 43.136299 13.941697
3 12 9.990377 4.824669
3 9 27.402674 33.451671
3 7 34.627262 7.838598
3 4 35.712091 71.126579
4 8 15.344155 41.996329
5 7 36.160493 37.102719
6 7 41.414089 36.745521
8 11 31.662775 38.976975
10 12 2.393526 28.579908
